arm,band_count,cue_event,cue_recipe,bank,slot_id,formation_index,candidate_recipe,cue_values_digest,candidate_values_digest,distance,threshold,reserve,matched
FULL_48_DIAGNOSTIC,48,e25,n02,B4,b4.slot.008,18,n09,ccb62cde62bec0601f00b2d52a257075bdd10f87e4164c788040183cf21f8e9f,20d661cac88e53abebffddd0f2d8b83fd8a4415d0bd2e8edbb4894e68d5628a1,0.04356131030427469,0.2,0.15643868969572533,True
FULL_48_DIAGNOSTIC,48,e25,n02,FAST,tspm1.fast.slot.000,19,n10,ccb62cde62bec0601f00b2d52a257075bdd10f87e4164c788040183cf21f8e9f,b396a916a81ccb13c84726e6faf8fb1c13f755863d2a31fc38004bee810536de,0.043556504993445794,0.2,0.15644349500655422,True
FULL_48_DIAGNOSTIC,48,e25,n02,FAST,tspm1.fast.slot.001,20,n11,ccb62cde62bec0601f00b2d52a257075bdd10f87e4164c788040183cf21f8e9f,7722a925d75bd4cc3bc5ae2f7be923b760fdb76065af550fd1e48551423362a1,0.04355292250879831,0.2,0.1564470774912017,True
FULL_48_DIAGNOSTIC,48,e25,n02,FAST,tspm1.fast.slot.002,18,n09,ccb62cde62bec0601f00b2d52a257075bdd10f87e4164c788040183cf21f8e9f,20d661cac88e53abebffddd0f2d8b83fd8a4415d0bd2e8edbb4894e68d5628a1,0.04356131030427469,0.2,0.15643868969572533,True
FULL_48_DIAGNOSTIC,48,e25,n02,LEARNING_REFERENCE,,,n00,ccb62cde62bec0601f00b2d52a257075bdd10f87e4164c788040183cf21f8e9f,8eb460c63a75a1259725728b0a994f165bf36cc1b85911e0377186d27393f15a,0.051633338593426996,0.02,-0.031633338593427,False
FULL_48_DIAGNOSTIC,48,e25,n02,LEARNING_REFERENCE,,,n01,ccb62cde62bec0601f00b2d52a257075bdd10f87e4164c788040183cf21f8e9f,e2728782342dffa07608b663a920385781222896d9678aba9aac710c101eac38,0.04655899147639526,0.02,-0.026558991476395257,False
FULL_48_DIAGNOSTIC,48,e25,n02,LEARNING_REFERENCE,,,n02,ccb62cde62bec0601f00b2d52a257075bdd10f87e4164c788040183cf21f8e9f,ccb62cde62bec0601f00b2d52a257075bdd10f87e4164c788040183cf21f8e9f,0.0,0.02,0.02,True
FULL_48_DIAGNOSTIC,48,e27,n12,B4,b4.slot.000,19,n10,e70c136aa549d9d19f9b385867ab996e3742905d7ffda3e6b944b7332728105d,b396a916a81ccb13c84726e6faf8fb1c13f755863d2a31fc38004bee810536de,0.02149026727942596,0.2,0.17850973272057405,True
FULL_48_DIAGNOSTIC,48,e27,n12,B4,b4.slot.001,20,n11,e70c136aa549d9d19f9b385867ab996e3742905d7ffda3e6b944b7332728105d,7722a925d75bd4cc3bc5ae2f7be923b760fdb76065af550fd1e48551423362a1,0.021486682054691165,0.2,0.17851331794530884,True
FULL_48_DIAGNOSTIC,48,e27,n12,B4,b4.slot.002,12,n03,e70c136aa549d9d19f9b385867ab996e3742905d7ffda3e6b944b7332728105d,6749cc5fd0e5b0c68bcd535ce36e22175b11a17122858be5387aacde68d41889,0.021676731277772077,0.2,0.17832326872222792,True
FULL_48_DIAGNOSTIC,48,e27,n12,B4,b4.slot.003,13,n04,e70c136aa549d9d19f9b385867ab996e3742905d7ffda3e6b944b7332728105d,c88c3f122a65e359e6741107db279c178bad20d44a091fe7b26d2d8784e22afa,0.021609239220499243,0.2,0.17839076077950078,True
FULL_48_DIAGNOSTIC,48,e27,n12,B4,b4.slot.004,14,n05,e70c136aa549d9d19f9b385867ab996e3742905d7ffda3e6b944b7332728105d,a9c0c56f278a3426e597d87d8d848605cf1fcaa39c483c6d30b32e2593ef3759,0.021561209847558504,0.2,0.17843879015244152,True
FULL_48_DIAGNOSTIC,48,e27,n12,B4,b4.slot.005,15,n06,e70c136aa549d9d19f9b385867ab996e3742905d7ffda3e6b944b7332728105d,01e75e08e2e645f286522d15c42e7ac87a8e82a7dbb40fd52a32265093898944,0.02194764533648195,0.2,0.17805235466351807,True
FULL_48_DIAGNOSTIC,48,e27,n12,B4,b4.slot.006,16,n07,e70c136aa549d9d19f9b385867ab996e3742905d7ffda3e6b944b7332728105d,443e0f0882449840951578bd2461d24a9496dc6cde77b120ab0a94bd0e6a33da,0.02152176011683092,0.2,0.17847823988316908,True
FULL_48_DIAGNOSTIC,48,e27,n12,B4,b4.slot.007,17,n08,e70c136aa549d9d19f9b385867ab996e3742905d7ffda3e6b944b7332728105d,23efc5104d9d7fb07e15a7958cc49f5a977138ed170a1409e4c88987e5daefe5,0.02150223356483952,0.2,0.1784977664351605,True
FULL_48_DIAGNOSTIC,48,e27,n12,B4,b4.slot.008,18,n09,e70c136aa549d9d19f9b385867ab996e3742905d7ffda3e6b944b7332728105d,20d661cac88e53abebffddd0f2d8b83fd8a4415d0bd2e8edbb4894e68d5628a1,0.021495075726353504,0.2,0.1785049242736465,True
FULL_48_DIAGNOSTIC,48,e27,n12,FAST,tspm1.fast.slot.000,19,n10,e70c136aa549d9d19f9b385867ab996e3742905d7ffda3e6b944b7332728105d,b396a916a81ccb13c84726e6faf8fb1c13f755863d2a31fc38004bee810536de,0.02149026727942596,0.2,0.17850973272057405,True
FULL_48_DIAGNOSTIC,48,e27,n12,FAST,tspm1.fast.slot.001,20,n11,e70c136aa549d9d19f9b385867ab996e3742905d7ffda3e6b944b7332728105d,7722a925d75bd4cc3bc5ae2f7be923b760fdb76065af550fd1e48551423362a1,0.021486682054691165,0.2,0.17851331794530884,True
FULL_48_DIAGNOSTIC,48,e27,n12,FAST,tspm1.fast.slot.002,18,n09,e70c136aa549d9d19f9b385867ab996e3742905d7ffda3e6b944b7332728105d,20d661cac88e53abebffddd0f2d8b83fd8a4415d0bd2e8edbb4894e68d5628a1,0.021495075726353504,0.2,0.1785049242736465,True
FULL_48_DIAGNOSTIC,48,e27,n12,LEARNING_REFERENCE,,,n00,e70c136aa549d9d19f9b385867ab996e3742905d7ffda3e6b944b7332728105d,8eb460c63a75a1259725728b0a994f165bf36cc1b85911e0377186d27393f15a,0.029565642790258362,0.02,-0.009565642790258361,False
FULL_48_DIAGNOSTIC,48,e27,n12,LEARNING_REFERENCE,,,n01,e70c136aa549d9d19f9b385867ab996e3742905d7ffda3e6b944b7332728105d,e2728782342dffa07608b663a920385781222896d9678aba9aac710c101eac38,0.024492736161107167,0.02,-0.0044927361611071664,False
FULL_48_DIAGNOSTIC,48,e27,n12,LEARNING_REFERENCE,,,n02,e70c136aa549d9d19f9b385867ab996e3742905d7ffda3e6b944b7332728105d,ccb62cde62bec0601f00b2d52a257075bdd10f87e4164c788040183cf21f8e9f,0.022067800449883948,0.02,-0.0020678004498839476,False
